,date,BTCPrice,BTCnetworkhashrate,AverageBTCblocksize,NUAUBTC,NumberTXBTC,DifficultyBTC,TXfeesBTC,EstimatedTXVolumeUSDBTC,GoldinUSD,EthereumPrice,LitecoinPrice,BitcoinCashPrice,CardanoPrice,Nasdaqcompositeindex,DJI
214,2017-11-03,7087.53,10833158.5725,1.03739566,704944,341474,1452840000000.0,277.59079476,2392765593.6,1267.2,288.5,54.58,587.32,0.021418,6764.439941,23539.189453
213,2017-11-04,7164.48,8594305.80084,1.04660597479,670928,277598,1452840000000.0,271.77385265,1672135010.09,1267.2,305.48,56.22,635.35,0.022641,6764.439941,23539.189453
212,2017-11-05,7404.52,9388737.42949,1.02824800769,588058,294121,1452840000000.0,273.249729,1424364752.55,1267.2,300.04,55.03,619.91,0.022054,6764.439941,23539.189453
211,2017-11-06,7403.22,10183169.0581,1.04266716312,555458,251728,1452840000000.0,197.6563993,1309726635.21,1270.9,296.43,54.76,630.31,0.020977,6786.439941,23548.419922
210,2017-11-07,7023.1,9605400.60094,1.04455337594,608650,271029,1452840000000.0,240.33789733,1568492020.04,1275.6,298.57,54.99,602.68,0.021846,6767.779785,23557.230469
209,2017-11-08,7141.38,11266484.9154,1.02638008333,714349,335636,1452840000000.0,294.12731396,1826009240.7,1284.0,294.27,61.11,615.24,0.021912,6789.120117,23563.359375
208,2017-11-09,7446.83,10399832.2296,1.02683100694,646100,301346,1452840000000.0,306.25172521,1888939271.11,1284.8,308.64,62.49,622.31,0.02516,6750.049805,23461.939453
207,2017-11-10,7173.73,11049821.7439,1.02479402614,727945,341281,1452840000000.0,361.32993999,2267000254.33,1284.3,320.67,64.44,651.78,0.032219,6750.939941,23422.210938
206,2017-11-11,6618.61,8139094.74496,1.05001306667,619943,271745,1423370000000.0,319.97295719,1944419256.12,1284.3,298.59,59.35,1001.64,0.026891,6750.939941,23422.210938
205,2017-11-12,6295.45,5426063.16331,1.058251325,455431,194634,1364420000000.0,317.05792683,1344145630.42,1284.3,314.69,62.31,1346.97,0.02748,6750.939941,23422.210938
204,2017-11-13,5938.25,5426063.16331,1.0531139875,467890,185966,1364420000000.0,583.61046709,1844282044.77,1277.95,307.02,59.18,1381.82,0.024364,6757.600098,23439.699219
203,2017-11-14,6561.48,9495610.53579,1.0417878,694828,309299,1364420000000.0,783.38626441,2115296495.82,1274.6,316.76,61.64,1346.73,0.025797,6737.870117,23409.470703
202,2017-11-15,6634.76,8681701.06129,1.02741146094,604054,271995,1364420000000.0,615.08687921,1833276923.3,1282.2,337.96,62.78,1269.79,0.026116,6706.209961,23271.279297
201,2017-11-16,7323.24,10309520.0103,1.04591063158,709142,321788,1364420000000.0,603.50996198,2324329725.36,1280.0,333.44,63.81,1202.17,0.026583,6793.290039,23458.359375
200,2017-11-17,7853.57,10309520.0103,1.02278934868,677301,310396,1364420000000.0,502.64025918,2351529593.37,1284.35,330.17,70.45,909.16,0.027143,6782.790039,23358.240234
199,2017-11-18,7697.21,11326906.8534,1.03452857485,684253,306617,1364420000000.0,401.16643265,2803405660.01,1284.35,331.98,67.41,1197.43,0.025597,6782.790039,23358.240234
198,2017-11-19,7766.03,9224307.37762,1.04777965441,614839,270874,1364420000000.0,289.98839235,1971800219.26,1284.35,347.4,69.51,1260.95,0.026243,6782.790039,23358.240234
197,2017-11-20,8039.07,10852126.3266,1.042986825,603429,264855,1364420000000.0,247.44354414,1610358777.87,1286.2,354.09,71.41,1172.43,0.028152,6790.709961,23430.330078
196,2017-11-21,8205.74,11869513.1697,1.01868253714,734768,336204,1364420000000.0,329.01817427,2394321375.2,1283.3,367.44,72.2,1220.78,0.029587,6862.47998,23590.830078
195,2017-11-22,8077.95,11733861.5907,1.05589415607,753813,371091,1364420000000.0,310.29655182,2546719238.29,1286.95,360.31,70.18,1175.06,0.028399,6867.359863,23526.179688
194,2017-11-23,8232.38,8342572.11359,1.06542703252,673818,256709,1364420000000.0,205.61524966,1730604252.11,1290.35,381.44,71.98,1302.23,0.02854,6867.359863,23526.179688
193,2017-11-24,8074.02,10648648.958,1.05689426115,747161,352207,1364420000000.0,265.91956914,2455560232.76,1290.5,412.5,73.14,1651.86,0.027406,6889.160156,23557.990234
192,2017-11-25,8241.71,9977010.84138,1.04861197315,698358,305735,1361970000000.0,233.53648718,2691426205.27,1290.5,475.68,77.91,1634.0,0.028324,6889.160156,23557.990234
191,2017-11-26,8789.04,10445729.4715,1.04786010256,697525,336689,1347000000000.0,195.63976527,2368622335.77,1290.5,465.97,88.94,1571.39,0.030437,6889.160156,23557.990234
190,2017-11-27,9352.72,10244850.0586,1.04222337255,712606,329677,1347000000000.0,191.22207725,2264912543.13,1294.9,471.53,85.89,1722.93,0.036619,6878.52002,23580.779297
189,2017-11-28,9823.43,11383166.7318,1.04739664706,829650,379256,1347000000000.0,236.5030831,3413320841.86,1291.85,480.52,91.72,1621.17,0.050627,6912.359863,23836.710938
188,2017-11-29,10077.4,10445729.4715,1.06280574359,816744,365977,1347000000000.0,245.23091351,3250901799.03,1283.85,473.28,96.01,1541.63,0.118235,6824.390137,23940.679688
187,2017-11-30,9906.79,11584046.1447,1.06440900578,903004,398090,1347000000000.0,290.90212855,3966055569.86,1280.2,431.21,86.25,1380.36,0.09493,6873.970215,24272.349609
186,2017-12-01,10198.6,11182287.3189,1.06830241317,851419,384386,1347000000000.0,270.63114407,3480444824.09,1275.5,445.21,88.0,1381.81,0.116622,6847.589844,24231.589844
185,2017-12-02,10978.3,12253644.1877,1.06808466667,869274,412908,1347000000000.0,247.0519056,2679696382.88,1275.5,466.85,98.94,1462.06,0.131633,6847.589844,24231.589844
184,2017-12-03,11082.7,10780528.493,1.03629842236,683882,326354,1347000000000.0,190.29585342,1985357942.79,1275.5,463.7,100.19,1435.36,0.132351,6847.589844,24231.589844
183,2017-12-04,11315.4,11784925.5576,1.04737503977,762992,353044,1347000000000.0,187.45114274,2019481499.03,1273.45,466.05,101.4,1560.16,0.131546,6775.370117,24290.050781
182,2017-12-05,11685.7,12119724.5791,1.06830039779,885109,400686,1347000000000.0,226.11990963,2601197062.2,1266.3,470.29,104.28,1580.16,0.135625,6762.209961,24180.640625
181,2017-12-06,11923.4,11918845.1662,1.05865853371,891235,405709,1347000000000.0,219.679754,2667850402.16,1263.7,462.6,102.48,1498.49,0.126748,6776.379883,24140.910156
180,2017-12-07,14266.1,14867776.0589,1.0590462234,978251,443587,1407980000000.0,257.16995428,3627399597.02,1255.0,426.37,99.98,1430.71,0.117766,6812.839844,24211.480469
179,2017-12-08,17802.9,11941671.1962,1.04531511258,869098,372345,1590900000000.0,361.57706839,5615762340.67,1250.65,434.99,98.33,1329.16,0.106142,6840.080078,24329.160156
178,2017-12-09,16523.3,12337090.7723,1.05135289103,902011,385092,1590900000000.0,641.42966479,4799300874.74,1250.65,457.34,127.48,1464.63,0.114745,6840.080078,24329.160156
177,2017-12-10,15168.4,13760601.246,1.05126628736,877574,403399,1590900000000.0,567.08842445,3891389970.16,1250.65,472.79,155.63,1411.84,0.119794,6840.080078,24329.160156
176,2017-12-11,15427.4,12969762.0939,1.05645892683,739391,341420,1590900000000.0,458.10029691,3572482517.43,1247.15,440.36,148.26,1320.0,0.108927,6875.080078,24386.029297
175,2017-12-12,16919.8,13523349.5004,1.06044797076,867654,368598,1590900000000.0,483.63865068,4271582103.7,1240.9,522.29,212.46,1427.38,0.121177,6862.319824,24504.800781
174,2017-12-13,17500.0,12337090.7723,1.06131315385,867771,372977,1590900000000.0,537.94407913,5760245259.92,1242.65,644.91,315.36,1616.99,0.133739,6875.799805,24585.429688
173,2017-12-14,16384.6,14709608.2285,1.05706467204,958476,424579,1590900000000.0,604.2979452,4658395921.13,1251.0,700.59,301.2,1600.67,0.133667,6856.529785,24508.660156
172,2017-12-15,16601.3,14630524.3133,1.04183730811,1072861,490644,1590900000000.0,644.60794431,3587876010.83,1254.6,696.38,280.97,1974.66,0.233209,6936.580078,24651.740234
171,2017-12-16,17760.3,13365181.67,1.05793876923,942513,405676,1590900000000.0,592.70393429,4213976777.53,1254.6,686.19,299.34,1824.85,0.212875,6936.580078,24651.740234
170,2017-12-17,19475.8,13523349.5004,1.05658370175,819304,364222,1590900000000.0,534.01138337,3581766251.64,1254.6,696.24,301.78,1812.33,0.386775,6936.580078,24651.740234
169,2017-12-18,19106.4,14630524.3133,1.04107442162,877464,391910,1590900000000.0,535.43867532,5065451796.19,1260.6,721.73,318.95,1869.21,0.511939,6994.759766,24792.199219
168,2017-12-19,19118.3,16946489.2357,1.04203505495,922523,394239,1718050000000.0,587.12548366,4873481581.5,1260.35,793.9,359.13,2199.06,0.520268,6963.850098,24754.75
167,2017-12-20,17760.3,13035760.9505,1.0601594,887697,378622,1873110000000.0,662.59550536,3771403823.8,1264.55,827.52,349.6,2825.03,0.533705,6960.959961,24726.650391
166,2017-12-21,16642.4,12663310.6376,1.07280013971,853863,370277,1873110000000.0,911.59174277,5152140336.23,1264.55,820.24,314.66,3909.0,0.490049,6965.359863,24782.289063
165,2017-12-22,15898.0,12290860.3248,1.03869209091,840739,335482,1873110000000.0,1128.76167038,3660301618.01,1264.55,822.64,319.26,3324.0,0.478974,6959.959961,24754.060547
164,2017-12-23,13948.7,14432449.6238,1.06231906452,890731,380648,1873110000000.0,1495.94647734,4421187412.93,1264.55,681.32,269.27,2746.95,0.41442,6959.959961,24754.060547
163,2017-12-24,14608.2,12942648.3723,1.06003796403,729637,308211,1873110000000.0,1065.61559484,2465336231.04,1264.55,721.77,291.01,3260.55,0.416661,6959.959961,24754.060547
162,2017-12-25,13995.9,14153111.8891,1.06414286184,652209,279523,1873110000000.0,881.12136284,2547688081.56,1264.55,698.87,277.49,2929.35,0.39233,6959.959961,24754.060547
161,2017-12-26,14036.6,12570198.0594,1.05074595556,565074,228926,1873110000000.0,689.39441204,2519602087.62,1264.55,763.37,273.11,2947.74,0.413573,6936.25,24746.210938
160,2017-12-27,16163.5,13221986.107,1.05031311972,605853,247440,1873110000000.0,725.62381816,3172612010.67,1279.4,774.97,286.59,3108.32,0.427107,6939.339844,24774.300781
159,2017-12-28,15864.1,14525562.202,1.06759478846,749191,307642,1873110000000.0,784.81712352,4694566031.24,1291.0,762.21,272.13,2888.64,0.41202,6950.160156,24837.509766
158,2017-12-29,14695.8,13873774.1545,1.08320304027,741488,305053,1873110000000.0,785.83389168,3618298008.33,1291.0,740.39,250.35,2587.3,0.410457,6903.390137,24719.220703
157,2017-12-30,14681.9,15363575.406,1.04775371515,838925,353824,1873110000000.0,785.79504963,3682930089.23,1291.0,753.82,245.09,2791.55,0.528316,6903.390137,24719.220703
156,2017-12-31,12897.7,13687548.998,1.03688201361,815099,344407,1873110000000.0,778.5711097,3942726332.1,1291.0,712.21,216.98,2376.96,0.642581,6903.390137,24719.220703
155,2018-01-01,14112.2,15177350.2495,1.03705696933,678712,290422,1873110000000.0,545.14452622,3322403204.56,1291.0,755.76,231.67,2534.82,0.718847,6903.390137,24719.220703
154,2018-01-02,13625.0,14975580.9597,1.0433825,593282,241757,1922580000000.0,469.41303646,2552418375.92,1312.05,772.35,228.99,2434.5,0.724676,7006.899902,24824.009766
153,2018-01-03,14978.2,16415540.6674,1.04136759649,850801,340980,1931140000000.0,649.16497626,3526212014.84,1314.9,886.0,255.7,2700.55,0.779681,7065.529785,24922.679688
152,2018-01-04,15270.7,15071578.2735,1.06551321019,937530,395963,1931140000000.0,749.68547259,2850171440.75,1314.5,961.71,245.48,2608.87,1.09,7077.910156,25075.130859
151,2018-01-05,15477.2,16127548.7258,1.06583270238,1054711,425008,1931140000000.0,778.26109477,4053543883.55,1317.15,975.75,241.03,2400.74,1.17,7136.560059,25295.869141
150,2018-01-06,17462.1,13727615.8797,1.0676357972,888402,342707,1931140000000.0,701.35602085,5164208947.92,1317.15,995.15,249.77,2583.71,0.997,7136.560059,25295.869141
149,2018-01-07,17527.3,16127548.7258,1.05460916071,889098,358847,1931140000000.0,694.47790564,3932860281.58,1317.15,1043.01,296.05,2784.68,1.02,7136.560059,25295.869141
148,2018-01-08,16476.2,15551564.8428,1.04773831481,910004,368187,1931140000000.0,686.11400249,4897713642.16,1319.95,1158.26,287.73,2786.6,0.999329,7157.390137,25283.0
147,2018-01-09,15123.7,15935554.0981,1.05064833735,895996,345672,1931140000000.0,694.5264055,4040000007.92,1311.0,1146.0,254.61,2412.36,0.898185,7163.580078,25385.800781
146,2018-01-10,14588.5,15743559.4704,1.05459934756,919149,360265,1931140000000.0,752.4182028,3794067602.84,1319.75,1300.34,248.07,2390.02,0.815872,7153.569824,25369.130859
145,2018-01-11,14968.2,15935554.0981,1.0581949759,876989,347393,1931140000000.0,720.32570087,3931428179.01,1323.05,1268.09,251.52,2891.55,0.791522,7211.779785,25574.730469
144,2018-01-12,13453.9,18527481.5719,1.05711745596,822010,337959,1931140000000.0,697.44083354,3600871653.38,1326.8,1158.29,229.79,2475.9,0.695769,7261.060059,25803.189453
143,2018-01-13,13952.4,17087521.8643,1.05466875843,747265,300091,1931140000000.0,617.63579417,3261904629.75,1326.8,1270.47,236.88,2617.66,0.91741,7261.060059,25803.189453
142,2018-01-14,14370.8,16501289.1138,1.0146375906,652049,265735,2134250000000.0,528.46632102,2614290041.62,1326.8,1397.48,260.58,2687.1,0.881961,7261.060059,25803.189453
141,2018-01-15,13767.3,17165770.5546,1.05065776774,592041,235045,2227850000000.0,491.32446483,2678410640.04,1339.25,1365.21,237.29,2541.58,0.795761,7261.060059,25803.189453
140,2018-01-16,13836.1,16612036.0206,1.05933004667,670839,273623,2227850000000.0,510.11761779,2828536552.74,1333.85,1292.63,232.82,2406.86,0.780621,7223.689941,25792.859375
139,2018-01-17,11431.1,17608758.1818,1.05005422013,737398,303725,2227850000000.0,606.38246009,3021888568.48,1335.65,1061.34,190.15,1767.58,0.624123,7298.279785,26115.650391
138,2018-01-18,11198.8,18494733.4362,1.06221141317,768381,315771,2227850000000.0,675.09668652,2806040584.35,1332.2,1016.44,186.95,1752.27,0.631295,7296.049805,26017.810547
137,2018-01-19,11429.8,19159214.877,1.05084887283,744189,309495,2227850000000.0,656.89753535,2711507318.13,1334.95,1028.82,191.19,1740.17,0.649544,7336.379883,26071.720703
136,2018-01-20,11656.2,18273239.6226,1.04835652121,578406,243619,2227850000000.0,491.48999429,2503297607.33,1334.95,1044.95,194.38,1784.26,0.656564,7336.379883,26071.720703
135,2018-01-21,12889.2,19712949.4111,1.10656858989,559711,240611,2227850000000.0,429.4031975,2694792832.29,1334.95,1155.68,211.24,2033.7,0.706391,7336.379883,26071.720703
134,2018-01-22,11633.1,20709671.5723,1.07749285561,522861,215622,2227850000000.0,343.36269629,1773530155.1,1332.6,1055.35,191.79,1794.46,0.614983,7408.029785,26214.599609
133,2018-01-23,10944.5,18494733.4362,1.0810381018,574420,245562,2227850000000.0,314.61253947,2099490615.82,1333.4,1004.17,180.28,1623.14,0.566537,7460.290039,26210.810547
132,2018-01-24,10903.4,19602202.5043,1.07034465537,547568,271936,2227850000000.0,285.95800518,2003121184.75,1353.7,987.48,178.43,1622.15,0.563369,7415.060059,26252.119141
131,2018-01-25,11421.7,19491455.5975,1.06999395455,576212,250423,2227850000000.0,283.49809897,2100547353.65,1354.95,1063.22,181.56,1661.04,0.629337,7411.160156,26392.789063
130,2018-01-26,11256.0,20445148.5648,1.11032681013,539581,236580,2460590000000.0,220.85446644,2123135103.39,1353.15,1052.7,179.82,1637.19,0.633903,7505.77002,26616.710938
129,2018-01-27,11174.9,20056949.5414,1.04262729677,514621,220459,2603080000000.0,209.13221596,2822337879.82,1353.15,1055.75,176.66,1602.5,0.623477,7505.77002,26616.710938
128,2018-01-28,11475.3,20315748.8903,1.03854792994,541699,193578,2603080000000.0,168.25469362,1380662034.54,1353.15,1111.78,181.42,1636.41,0.62056,7505.77002,26616.710938
127,2018-01-29,11755.5,20445148.5648,1.03100884177,492738,213446,2603080000000.0,155.34485572,1924759197.83,1343.85,1246.7,193.75,1745.36,0.669373,7466.509766,26439.480469
126,2018-01-30,11306.8,19151151.8202,1.01817389189,532630,232176,2603080000000.0,145.75112922,1800278170.07,1344.9,1184.13,181.45,1657.69,0.624799,7402.47998,26076.890625
125,2018-01-31,10108.2,21609745.6349,0.987508670659,531440,236609,2603080000000.0,160.30090386,1759355792.59,1345.05,1071.09,165.3,1470.74,0.527598,7411.47998,26149.390625
124,2018-02-01,10237.3,15139761.9119,1.04283131624,481100,204276,2603080000000.0,162.20623626,1618658854.2,1341.35,1119.37,163.68,1491.12,0.515912,7385.859863,26186.710938
123,2018-02-02,9142.28,20703947.9137,1.053963175,591550,257664,2603080000000.0,214.02754492,2515366060.42,1331.15,1035.77,142.56,1272.5,0.41946,7240.950195,25520.960938
122,2018-02-03,8852.12,21739145.3094,1.02247852381,551198,235918,2603080000000.0,274.36258243,2944216908.4,1331.15,919.21,131.4,1194.23,0.400965,7240.950195,25520.960938
121,2018-02-04,9175.7,20445148.5648,0.996566860759,436196,194891,2603080000000.0,146.92776937,1491970146.06,1331.15,964.67,160.38,1273.17,0.433865,7240.950195,25520.960938
120,2018-02-05,8270.54,23033142.054,0.990487949438,396694,173687,2603080000000.0,111.31669812,1623376684.01,1333.6,834.96,148.73,1159.89,0.385044,6967.529785,24345.75
119,2018-02-06,7051.75,23938939.7752,1.10273347027,486553,216363,2603080000000.0,173.7675019,1758323361.25,1331.4,707.74,127.52,890.97,0.331209,7115.879883,24912.769531
118,2018-02-07,7755.49,24293141.3193,1.06752445882,589896,244120,2607870000000.0,164.26998571,2199269650.77,1324.65,790.43,142.48,971.08,0.367267,7051.97998,24893.349609
117,2018-02-08,7637.86,20149017.2119,1.07172239007,489402,213719,2874670000000.0,123.52109098,1686470711.55,1315.45,755.84,138.34,951.57,0.344464,6777.160156,23860.460938
116,2018-02-09,8271.84,18720008.899,1.04830522901,398607,173289,2874670000000.0,87.98500449,1764215068.64,1314.1,818.48,149.73,1273.87,0.352848,6874.490234,24190.900391
115,2018-02-10,8720.08,19291612.2242,1.07619254815,462086,177860,2874670000000.0,88.36425123,1702603672.86,1314.1,882.47,163.49,1311.99,0.386671,6874.490234,24190.900391
114,2018-02-11,8616.13,20434818.8745,1.03479242657,421547,181783,2874670000000.0,88.79565618,966861580.237,1314.1,859.29,155.39,1255.59,0.405104,6874.490234,24190.900391
113,2018-02-12,8141.43,21578025.5248,1.00691915232,368624,147208,2874670000000.0,61.96458348,715801285.187,1322.3,817.51,150.1,1222.43,0.372595,6981.959961,24601.269531
112,2018-02-13,8926.72,23721537.9942,1.04129159036,437380,186918,2874670000000.0,69.96971094,1595114435.69,1325.35,869.29,161.77,1285.23,0.383436,7013.509766,24640.449219
111,2018-02-14,8599.92,23435736.3316,1.03295615854,414749,182984,2874670000000.0,68.57325292,1263264353.9,1336.25,844.28,159.58,1229.18,0.373766,7143.620117,24893.490234
110,2018-02-15,9488.32,25579248.8009,1.0158348324,450367,196417,2874670000000.0,63.75846926,1382435888.86,1352.45,923.73,212.35,1358.65,0.394671,7256.430176,25200.369141
109,2018-02-16,10135.7,18720008.899,1.06389496183,475029,198183,2874670000000.0,64.08005499,1288852356.38,1352.1,934.79,225.5,1373.16,0.410142,7239.470215,25219.380859
108,2018-02-17,10207.5,22435430.5125,0.989634394904,422415,187738,2874670000000.0,58.25713445,1080869422.77,1352.1,944.75,229.5,1548.48,0.402403,7239.470215,25219.380859
107,2018-02-18,11123.4,21292223.8622,0.973017181208,401860,173789,2874670000000.0,48.63875388,877050948.237,1352.1,973.35,230.51,1552.1,0.418355,7239.470215,25219.380859
