,date,BTCPrice,BTCnetworkhashrate,AverageBTCblocksize,NUAUBTC,NumberTXBTC,DifficultyBTC,TXfeesBTC,EstimatedTXVolumeUSDBTC,GoldinUSD,EthereumPrice,LitecoinPrice,BitcoinCashPrice,CardanoPrice,Nasdaqcompositeindex,DJI
830,2016-02-03,374.65,978569.915444,0.824635926829,451155,231998,120033000000.0,57.71349212,144577638.0,1132.0,2.43,3.09,,,4504.240234,16336.660156
829,2016-02-04,370.17,1038238.81273,0.700482402299,388710,200087,120033000000.0,48.81393346,107890707.0,1156.35,2.53,3.06,,,4509.560059,16416.580078
828,2016-02-05,388.9,1103874.59974,0.632844389189,399236,201065,120033000000.0,41.25773034,121094475.0,1150.35,2.57,3.17,,,4363.140137,16204.969727
827,2016-02-06,386.59,1074040.1511,0.635658183333,393084,215910,120033000000.0,41.04809873,155714041.0,1150.35,2.53,3.15,,,4363.140137,16204.969727
826,2016-02-07,376.51,1139675.93811,0.652686691099,441758,232752,120033000000.0,42.22773725,120896315.0,1150.35,2.54,3.11,,,4363.140137,16204.969727
825,2016-02-08,376.76,1303860.28146,0.665092164835,452004,212134,144116000000.0,38.64301185,79599219.0,1193.25,2.97,3.09,,,4283.75,16027.049805
824,2016-02-09,373.42,1153414.86437,0.753973496894,396540,220559,144116000000.0,40.9030054,93311393.0,1191.0,3.17,3.08,,,4268.759766,16014.379883
823,2016-02-10,376.15,1210727.40421,0.740162,429776,230799,144116000000.0,42.466277,108565966.0,1190.0,4.0,3.09,,,4283.589844,15914.740234
822,2016-02-11,382.11,1210727.40421,0.715897940828,396665,233941,144116000000.0,44.48599145,129887155.0,1241.0,4.5,3.11,,,4266.839844,15660.179688
821,2016-02-12,379.69,1375500.95627,0.637685135417,429313,227463,144116000000.0,44.34470738,135127313.0,1239.75,5.95,3.09,,,4337.509766,15973.839844
820,2016-02-18,416.57,1002969.44728,0.835124042857,436155,227403,144116000000.0,44.75593799,171220047.0,1210.1,3.77,3.25,,,4487.540039,16413.429688
819,2016-02-19,422.73,1289532.1465,0.62491515,416530,212765,144116000000.0,42.68131047,150820601.0,1231.15,4.38,3.26,,,4504.430176,16391.990234
818,2016-02-20,421.6,1129682.78043,0.774219877698,411494,215552,163492000000.0,46.31819386,134002007.0,1231.15,4.68,3.27,,,4504.430176,16391.990234
817,2016-02-21,437.77,1284099.85114,0.744355949367,440841,225259,163492000000.0,43.09210135,151924621.0,1231.15,4.36,3.46,,,4504.430176,16391.990234
816,2016-02-22,438.99,1024028.99521,0.840188849206,399688,209276,163492000000.0,40.65663231,136792550.0,1211.0,4.66,3.47,,,4570.609863,16620.660156
815,2016-02-23,438.26,1056537.8522,0.859524815385,469044,224964,163492000000.0,43.53246983,142238677.0,1221.35,5.68,3.49,,,4503.580078,16431.779297
814,2016-02-24,420.96,1097173.92344,0.895629081481,464117,246578,163492000000.0,48.21733873,157192209.0,1250.75,5.6,3.4,,,4542.609863,16484.990234
813,2016-02-25,425.04,999647.352469,0.89584400813,411081,225112,163492000000.0,44.91575935,140056077.0,1236.0,6.19,3.39,,,4582.200195,16697.289063
812,2016-02-26,424.63,1178446.06592,0.83580277931,412050,218699,163492000000.0,47.68274149,150561021.0,1226.5,6.04,3.37,,,4590.470215,16639.970703
811,2016-02-27,432.84,1219082.13716,0.75447926,404307,209880,163492000000.0,43.1486082,142870420.0,1226.5,5.96,3.43,,,4590.470215,16639.970703
810,2016-02-28,432.57,1064665.06645,0.740764992366,378857,182423,163492000000.0,38.20952225,149095588.0,1226.5,6.41,3.41,,,4590.470215,16639.970703
809,2016-02-29,433.44,1210954.92291,0.700333872483,412223,224697,163492000000.0,42.61977032,146428747.0,1234.9,6.46,3.44,,,4557.950195,16516.5
808,2016-03-01,437.92,1097173.92344,0.901957362963,470332,265695,163492000000.0,53.45252038,226500160.0,1236.5,6.32,3.45,,,4689.600098,16865.080078
807,2016-03-02,435.13,1040283.42371,0.89761428125,451258,260619,163492000000.0,55.99857717,222905346.0,1239.2,7.63,3.43,,,4703.419922,16899.320313
806,2016-03-04,421.84,1080919.49495,0.918519172932,410737,221257,163492000000.0,72.72445709,216563283.0,1277.5,9.24,3.32,,,4717.02002,17006.769531
805,2016-03-05,410.78,1235336.56565,0.836646690789,419365,212104,163492000000.0,52.60628503,165605628.0,1277.5,10.37,3.25,,,4717.02002,17006.769531
804,2016-03-06,400.52,1292227.06539,0.773170402516,422768,238117,163492000000.0,63.03314682,200160841.0,1277.5,11.2,3.19,,,4717.02002,17006.769531
803,2016-03-07,407.76,1094688.80322,0.661320676259,312335,171486,158427000000.0,41.1407975,135654591.0,1267.9,11.43,3.22,,,4708.25,17073.949219
802,2016-03-08,414.46,1220696.14747,0.651829464516,372418,183530,158427000000.0,44.13385665,127840873.0,1267.0,9.58,3.27,,,4648.819824,16964.099609
801,2016-03-09,413.89,1055311.50814,0.732320567164,363851,193929,158427000000.0,43.94045893,120042367.0,1246.4,9.79,3.25,,,4674.379883,17000.359375
800,2016-03-10,414.74,1299450.73763,0.718331939394,330958,187623,158427000000.0,52.6052871,114428780.0,1266.5,11.88,3.28,,,4662.160156,16995.130859
799,2016-03-11,417.24,1267948.90157,0.697423130435,374551,192611,158427000000.0,43.43549045,139051016.0,1264.75,11.22,3.29,,,4748.470215,17213.310547
798,2016-03-12,421.61,1283699.8196,0.627885177914,352895,193874,158427000000.0,41.22294318,137839767.0,1264.75,11.13,3.39,,,4748.470215,17213.310547
797,2016-03-13,411.65,1031685.13109,0.570665946565,310285,141116,158427000000.0,29.31003112,70582774.0,1264.75,13.51,3.29,,,4748.470215,17213.310547
796,2016-03-14,414.2,1189194.31141,0.734625986755,393384,187401,158427000000.0,43.83967453,112266995.0,1242.75,14.51,3.31,,,4750.279785,17229.130859
795,2016-03-15,416.39,1197069.77042,0.691423019737,367761,197677,158427000000.0,42.7063754,117684224.0,1232.0,13.0,3.3,,,4728.669922,17251.529297
794,2016-03-16,416.89,1197069.77042,0.691423019737,367761,197677,158427000000.0,42.7063754,117684224.0,1228.5,13.02,3.31,,,4763.970215,17325.759766
793,2016-03-17,417.89,1338828.03271,0.634046052941,369886,215973,158427000000.0,48.1134711,106343004.0,1266.5,12.56,3.31,,,4774.990234,17481.490234
792,2016-03-18,420.55,1063186.96715,0.754142644444,394142,206973,158427000000.0,46.26447738,115249577.0,1252.1,11.11,3.31,,,4795.649902,17602.300781
791,2016-03-19,409.27,1135311.13693,0.735858463768,364177,203578,165497000000.0,42.58594292,121630357.0,1252.1,11.2,3.17,,,4795.649902,17602.300781
790,2016-03-20,410.4,1110630.46004,0.681470185185,350288,188863,165497000000.0,38.06506394,92984532.0,1252.1,10.52,3.18,,,4795.649902,17602.300781
789,2016-03-21,413.42,1242260.73678,0.625000602649,352210,175963,165497000000.0,32.8533328,70623066.0,1244.9,10.3,3.21,,,4808.870117,17623.869141
788,2016-03-22,413.13,1036588.42937,0.784259230159,375082,189228,165497000000.0,38.65376627,95667032.0,1252.5,11.88,3.2,,,4821.660156,17582.570313
787,2016-03-23,418.16,1225806.95219,0.727109114094,399764,210488,165497000000.0,43.74554841,123716357.0,1217.6,11.33,3.23,,,4768.859863,17502.589844
786,2016-03-24,418.42,1242260.73678,0.658921529801,322191,187877,165497000000.0,38.7057276,111018758.0,1221.0,12.44,3.25,,,4773.5,17515.730469
785,2016-03-25,416.51,1242260.73678,0.680533735099,381250,194985,165497000000.0,38.93741911,139400527.0,1221.0,11.26,3.23,,,4773.5,17515.730469
784,2016-03-26,417.36,1192899.383,0.641121227586,326933,173609,165497000000.0,33.72267197,132338613.0,1221.0,10.77,3.23,,,4773.5,17515.730469
783,2016-03-27,418.14,1209353.1676,0.612112346939,323407,162398,165497000000.0,34.69582617,100661549.0,1221.0,10.99,3.23,,,4773.5,17515.730469
782,2016-03-28,426.55,1258714.52138,0.613853647059,310868,161486,165497000000.0,33.37519025,115335330.0,1221.0,10.43,3.3,,,4766.790039,17535.390625
781,2016-03-29,424.3,1168218.70611,0.748369746479,349278,181300,165497000000.0,42.52494951,120905357.0,1226.0,11.75,3.26,,,4846.620117,17633.109375
780,2016-03-30,416.83,1398571.69042,0.6978397,341678,191841,165497000000.0,51.72376838,117297491.0,1236.25,11.61,3.23,,,4869.290039,17716.660156
779,2016-03-31,415.26,1308075.87516,0.807927735849,402557,207906,165497000000.0,53.24548332,156573869.0,1237.0,11.92,3.23,,,4869.850098,17685.089844
778,2016-04-01,416.76,1028361.53707,0.837658632,337655,208976,165497000000.0,44.51090066,122664433.0,1213.6,11.4,3.25,,,4914.540039,17792.75
777,2016-04-02,418.42,1136310.01874,0.731608058394,332670,203811,166852000000.0,46.0506966,120362457.0,1213.6,11.63,3.25,,,4914.540039,17792.75
776,2016-04-03,421.17,1244135.05701,0.825543713333,394636,196651,166852000000.0,56.1792388,96731087.0,1213.6,11.63,3.26,,,4914.540039,17792.75
775,2016-04-04,421.3,1219252.35587,0.722675306122,334761,176722,166852000000.0,44.75327221,75942750.0,1219.75,11.62,3.26,,,4891.799805,17737.0
774,2016-04-05,421.02,1360254.329,0.665921579268,404374,200979,166852000000.0,43.71562192,111607536.0,1231.25,11.21,3.25,,,4843.930176,17603.320313
773,2016-04-06,424.28,1235840.8233,0.779196677852,395942,216684,166852000000.0,49.25479625,139881431.0,1221.4,10.45,3.26,,,4920.720215,17716.050781
772,2016-04-07,423.62,1285606.22558,0.715764606452,390324,218585,166852000000.0,44.9796096,151503740.0,1242.1,10.7,3.26,,,4848.370117,17541.960938
771,2016-04-08,422.91,1210958.12216,0.726767438356,372004,219915,166852000000.0,58.98751393,159074674.0,1239.5,10.08,3.24,,,4850.689941,17576.960938
770,2016-04-09,420.81,1169486.95359,0.735470765957,370187,215441,166852000000.0,43.60850723,123583371.0,1239.5,9.69,3.22,,,4850.689941,17576.960938
769,2016-04-10,419.59,1343665.86157,0.635033506173,375080,207555,166852000000.0,38.16326873,100882908.0,1239.5,9.15,3.22,,,4850.689941,17576.960938
768,2016-04-11,421.87,1443196.66613,0.566712890805,320083,181662,166852000000.0,33.20244548,84161958.0,1254.75,8.94,3.23,,,4833.399902,17556.410156
767,2016-04-12,422.84,1252429.29072,0.749972509934,414497,217378,166852000000.0,46.95261581,111212456.0,1254.6,8.64,3.24,,,4872.089844,17721.25
766,2016-04-13,425.63,1260723.52444,0.794778967105,413984,240200,166852000000.0,50.12451616,145387002.0,1245.75,7.44,3.26,,,4947.419922,17908.279297
765,2016-04-14,423.93,1302194.693,0.727886617834,355716,222711,166852000000.0,45.40786925,131626794.0,1233.85,8.08,3.25,,,4945.890137,17926.429688
764,2016-04-15,424.43,1465554.23047,0.745873739394,415731,230281,178678000000.0,46.24177359,116332488.0,1227.1,8.39,3.24,,,4938.220215,17897.460938
763,2016-04-16,429.58,1287911.29344,0.750908744828,367142,216850,178678000000.0,45.74093808,120741023.0,1227.1,8.24,3.28,,,4938.220215,17897.460938
762,2016-04-17,430.64,1270146.99974,0.70813793007,357397,192621,178678000000.0,36.73111423,86155565.0,1227.1,8.62,3.28,,,4938.220215,17897.460938
761,2016-04-18,427.61,1358968.46825,0.65297720915,351044,191478,178678000000.0,33.55790316,79440650.0,1234.3,9.33,3.26,,,4960.02002,18004.160156
760,2016-04-19,428.7,1199089.82493,0.783668133333,398662,203165,178678000000.0,44.35972629,104817236.0,1255.4,9.08,3.25,,,4940.330078,18053.599609
759,2016-04-20,435.32,1332322.0277,0.758763033333,389402,227795,178678000000.0,43.21915871,118542250.0,1252.0,8.69,3.29,,,4948.129883,18096.269531
758,2016-04-21,441.42,1465554.23046,0.696925884848,371250,216780,178678000000.0,43.21507171,138381943.03,1249.25,8.45,3.28,,,4945.890137,17982.519531
757,2016-04-22,449.69,1341204.17454,0.731790456954,401733,212795,178678000000.0,42.82120266,156462733.139,1243.25,8.15,3.35,,,4906.22998,18003.75
756,2016-04-23,445.86,1270146.99973,0.774912097902,359204,210976,178678000000.0,42.68874359,147227705.486,1243.25,7.79,3.32,,,4906.22998,18003.75
755,2016-04-24,450.56,1279029.14659,0.654661340278,366327,185216,178678000000.0,33.15097021,100388767.668,1243.25,8.29,3.35,,,4906.22998,18003.75
754,2016-04-25,459.12,1172443.38437,0.72803980303,376201,183155,178678000000.0,33.26865456,110486293.174,1238.9,8.01,3.62,,,4895.790039,17977.240234
753,2016-04-26,461.65,1128032.65011,0.874485094488,407004,217564,178678000000.0,43.29847026,168025613.115,1241.7,7.53,3.8,,,4888.279785,17990.320313
752,2016-04-27,466.26,1341204.17454,0.813179688742,436154,250744,178678000000.0,337.75639818,170332016.496,1247.4,7.39,4.05,,,4863.140137,18041.550781
751,2016-04-28,445.04,1145796.94382,0.875343317829,392821,239435,178678000000.0,46.11149971,167458968.151,1256.0,7.74,3.88,,,4805.290039,17830.759766
750,2016-04-29,449.41,1207843.18309,0.898219029412,374956,247958,178666000000.0,49.62034503,171720826.015,1285.65,7.21,3.79,,,4775.359863,17773.640625
749,2016-04-30,455.18,1403229.58036,0.812847462025,426515,261884,178659000000.0,49.9195874,200081325.409,1285.65,7.45,3.81,,,4775.359863,17773.640625
748,2016-05-01,448.48,1296655.18185,0.757548506849,371890,215712,178659000000.0,40.87923127,121654247.292,1285.65,8.78,3.66,,,4775.359863,17773.640625
747,2016-05-02,451.93,1376585.98073,0.6257176,370083,191430,178659000000.0,34.50281105,85326421.8447,1285.65,8.89,3.71,,,4817.589844,17891.160156
746,2016-05-03,444.73,1394348.38048,0.751085471338,391943,223785,178659000000.0,45.13159943,143257803.931,1294.0,10.17,3.68,,,4763.220215,17750.910156
745,2016-05-04,450.18,1341061.18123,0.778229668874,374677,235609,178659000000.0,44.86828296,145137873.759,1283.0,9.38,3.74,,,4725.640137,17651.259766
744,2016-05-05,446.71,1492041.57911,0.708722011905,394207,233693,178659000000.0,47.17185349,193746215.118,1280.25,9.4,3.74,,,4717.089844,17660.710938
743,2016-05-06,447.94,1385467.18061,0.706327083333,374537,229580,178659000000.0,44.25636722,129129621.373,1289.0,9.81,3.72,,,4736.160156,17740.630859
742,2016-05-07,459.64,1438754.37986,0.685889277778,375533,233232,178659000000.0,44.519552,150104442.866,1289.0,9.32,3.82,,,4736.160156,17740.630859
741,2016-05-08,458.43,1332179.98135,0.646522553333,337042,202062,178659000000.0,37.61683514,101572175.717,1289.0,9.37,3.94,,,4736.160156,17740.630859
740,2016-05-09,458.21,1447635.57974,0.584654595092,349946,185562,178659000000.0,34.18113678,72466700.7719,1265.25,9.49,3.94,,,4750.209961,17705.910156
739,2016-05-10,460.52,1536447.57849,0.637889537572,405580,226451,178659000000.0,40.4654474,138359065.877,1262.8,9.28,4.06,,,4809.879883,17928.349609
738,2016-05-11,450.86,1403229.58036,0.726908981013,405856,245721,178659000000.0,48.10185732,153374229.552,1276.85,9.43,3.82,,,4760.689941,17711.119141
737,2016-05-12,452.45,1284309.11259,0.813015774436,383199,234412,190503000000.0,45.88566709,143001664.207,1279.25,10.0,3.88,,,4737.330078,17720.5
736,2016-05-13,454.85,1342247.86954,0.779993971223,377121,228409,194255000000.0,46.75238994,158093082.941,1265.9,10.06,3.86,,,4717.680176,17535.320313
735,2016-05-14,455.82,1467781.84295,0.762693901316,378733,232146,194255000000.0,47.58216903,139340132.889,1265.9,10.51,3.93,,,4717.680176,17535.320313
734,2016-05-15,455.76,1390530.16701,0.812342930556,369111,211280,194255000000.0,48.00318276,103526313.047,1265.9,10.24,4.01,,,4717.680176,17535.320313
733,2016-05-16,457.59,1342247.86954,0.777696956835,353892,200171,194255000000.0,45.61359577,97252822.4613,1285.75,9.97,4.06,,,4775.459961,17710.710938
732,2016-05-17,454.01,1361560.78853,0.906763574468,424856,239809,194255000000.0,60.51568467,138501762.632,1277.0,11.19,4.0,,,4715.72998,17529.980469
731,2016-05-18,453.69,1361560.78853,0.867932744681,393224,238626,194255000000.0,58.4408726,144340458.957,1272.9,12.18,3.98,,,4739.120117,17526.619141
730,2016-05-19,454.52,1487094.76194,0.874331733766,412831,235084,194255000000.0,58.26811656,156226625.289,1246.25,13.54,4.0,,,4712.529785,17435.400391
729,2016-05-20,437.79,1168431.59867,0.955835603306,372460,219146,194255000000.0,54.98968957,161110261.373,1254.2,14.85,3.82,,,4769.560059,17500.939453
728,2016-05-21,442.97,1438812.46448,0.781658288591,354677,209396,194255000000.0,51.58622819,155269360.777,1254.2,13.69,3.88,,,4769.560059,17500.939453
727,2016-05-22,443.22,1361560.78853,0.891297453901,354128,191461,194255000000.0,56.82664163,101887191.73,1254.2,14.04,3.96,,,4769.560059,17500.939453
726,2016-05-23,439.35,1776788.54673,0.603581788043,338084,184348,194255000000.0,43.20770201,84832969.4866,1245.9,14.28,3.92,,,4765.779785,17492.929688
725,2016-05-24,444.29,1747819.16826,0.644258265193,414216,222755,194255000000.0,54.73645083,127147867.79,1236.85,13.31,3.96,,,4861.060059,17706.050781
724,2016-05-25,446.06,1456454.92276,0.849967387755,406728,246517,194771000000.0,59.53134626,147616919.97,1220.6,12.79,3.95,,,4894.890137,17851.509766
723,2016-05-26,449.67,1377192.06982,0.871456863309,397464,247844,199312000000.0,59.87623565,171807424.322,1223.85,12.52,4.05,,,4901.77002,17828.289063
722,2016-05-27,453.52,1357376.35658,0.823084058394,364137,220093,199312000000.0,55.65651605,166731059.546,1216.25,12.39,4.09,,,4933.5,17873.220703
721,2016-05-28,473.03,1377192.06982,0.948130618705,407566,215296,199312000000.0,70.89209327,336430109.307,1216.25,11.33,4.51,,,4933.5,17873.220703
720,2016-05-29,527.48,1317744.93011,0.86336475188,377266,193054,199312000000.0,52.34180926,259939042.623,1216.25,12.11,4.69,,,4933.5,17873.220703
719,2016-05-30,528.47,1456454.92276,0.68007829932,354651,178742,199312000000.0,47.98546674,207196704.965,1216.25,12.33,4.63,,,4933.5,17873.220703
718,2016-05-31,534.19,1436639.20952,0.892476613793,403738,211369,199312000000.0,57.85196125,232301687.268,1212.1,12.74,4.69,,,4948.049805,17787.199219
717,2016-06-01,531.11,1258297.79041,0.867019984252,392767,215249,199312000000.0,52.33924442,220052229.094,1214.5,14.11,4.65,,,4952.25,17789.669922
716,2016-06-02,536.52,1426731.35291,0.840414423611,405301,234385,199312000000.0,56.18497783,194100011.17,1212.4,13.99,4.74,,,4971.359863,17838.560547
715,2016-06-03,537.68,1367284.2132,0.826838398551,392655,231099,199312000000.0,58.53519721,189861752.024,1240.5,13.74,4.72,,,4942.52002,17807.060547
714,2016-06-04,569.71,1406915.63967,0.832558443662,402066,234669,199312000000.0,54.69656979,162425728.921,1240.5,13.86,4.86,,,4942.52002,17807.060547
713,2016-06-05,573.31,1179034.93747,0.840556008403,368869,196665,199312000000.0,46.44371282,134268325.307,1240.5,13.76,4.8,,,4942.52002,17807.060547
712,2016-06-06,574.6,1694243.48158,0.613488467836,368586,190528,199312000000.0,44.3641164,139945580.813,1244.0,14.0,4.81,,,4968.709961,17920.330078
711,2016-06-07,585.45,1684335.62496,0.7054571,414350,221171,199312000000.0,52.13956486,178161282.107,1241.0,13.95,4.95,,,4961.75,17938.279297
710,2016-06-08,577.17,1406915.63967,0.802703760563,424994,248576,199312000000.0,56.5104784,207725690.123,1263.0,14.51,4.77,,,4974.640137,18005.050781
709,2016-06-09,582.2,1403462.33971,0.802240027778,401953,229933,196423000000.0,50.40981971,178904099.276,1263.9,14.43,4.78,,,4958.620117,17985.189453
708,2016-06-10,575.84,1608133.93092,0.720621090909,426447,236353,196061000000.0,53.21550949,211910903.354,1275.5,14.38,4.75,,,4894.549805,17865.339844
707,2016-06-11,578.67,1403462.33971,0.822652541667,407301,228367,196061000000.0,52.81223012,221804836.821,1275.5,13.91,4.88,,,4894.549805,17865.339844
706,2016-06-12,609.68,1520417.53468,0.696120801282,374995,213159,196061000000.0,46.24529278,164458159.286,1275.5,14.19,5.07,,,4894.549805,17865.339844
705,2016-06-13,671.65,1422954.8722,0.830047534247,411623,210711,196061000000.0,52.42482099,298940133.356,1280.8,15.77,5.41,,,4848.439941,17732.480469
704,2016-06-14,704.5,1569148.86592,0.915602751553,451922,251354,196061000000.0,38.86224972,193653353.336,1287.15,17.61,5.31,,,4843.549805,17674.820313
703,2016-06-15,685.68,1296253.41,0.95,420352,247632,196061000000.0,69.86,249400335.6,1283.3,18.91,5.22,,,4834.930176,17640.169922
702,2016-06-16,696.52,1500925.0,0.91,445830,262510,196061000000.0,84.56,233609444.62,1310.75,18.36,5.25,,,4844.919922,17733.099609
701,2016-06-17,768.49,1452193.67,0.95,471278,267870,196061000000.0,82.29,433827904.88,1290.7,20.65,5.67,,,4800.339844,17675.160156
700,2016-06-18,748.76,1452193.67,0.93,453509,253752,196061000000.0,78.9,311140005.17,1290.7,15.38,5.6,,,4800.339844,17675.160156
699,2016-06-19,756.69,1549656.33,0.86,423334,236291,196061000000.0,70.82,207754751.11,1290.7,11.17,5.56,,,4800.339844,17675.160156
698,2016-06-20,763.93,1725089.12,0.72,414283,218298,196061000000.0,63.14,154471559.65,1281.8,12.24,5.63,,,4837.209961,17804.869141
697,2016-06-21,735.88,1598387.66,0.78,465928,249334,196061000000.0,76.77,217443810.71,1272.6,11.82,5.27,,,4843.759766,17829.730469
696,2016-06-22,665.91,1551383.97,0.91,468641,248164,206307000000.0,76.28,314077556.88,1264.85,13.2,4.83,,,4833.319824,17780.830078
695,2016-06-23,597.44,1343144.51,0.94,422909,235641,209453000000.0,78.85,287826976.67,1262.15,13.22,3.92,,,4910.040039,18011.070313
694,2016-06-24,625.58,1457676.21,0.91,431633,241300,209453000000.0,75.3,304840842.49,1315.5,13.68,3.85,,,4707.97998,17400.75
693,2016-06-25,665.28,1353556.48,0.94,437104,238888,209453000000.0,74.41,219410250.61,1315.5,14.3,4.27,,,4707.97998,17400.75
692,2016-06-26,665.93,1728387.51,0.79,409197,210998,209453000000.0,62.41,155484784.1,1315.5,14.26,4.24,,,4707.97998,17400.75
691,2016-06-27,629.35,1530560.02,0.76,388840,183755,209453000000.0,55.03,161836641.19,1324.55,13.81,4.05,,,4594.439941,17140.240234
690,2016-06-28,658.1,1530560.02,0.77,379861,217029,209453000000.0,61.78,205564516.74,1309.7,13.93,4.14,,,4691.870117,17409.720703
689,2016-06-29,644.12,1551383.97,0.76,428929,213058,209453000000.0,58.5,204747904.48,1321.5,12.17,4.1,,,4779.25,17694.679688
688,2016-06-30,640.59,1520148.05,0.76,371774,224112,209453000000.0,61.68,199609619.18,1320.75,12.6,4.08,,,4842.669922,17929.990234
687,2016-07-01,672.52,1561795.94,0.79,402792,231960,209453000000.0,62.5,228428274.68,1340.0,12.44,4.19,,,4862.569824,17949.369141
686,2016-07-02,676.73,1634679.75,0.75,375377,210409,209453000000.0,58.85,195860775.88,1340.0,12.22,4.28,,,4862.569824,17949.369141
685,2016-07-03,704.97,1551383.97,0.69,344995,198875,209453000000.0,52.92,169860690.45,1340.0,12.12,4.66,,,4862.569824,17949.369141
684,2016-07-04,658.8,1603443.84,0.61,352911,177127,209453000000.0,45.47,152391217.72,1350.75,11.7,4.27,,,4862.569824,17949.369141
683,2016-07-05,683.21,1601825.83,0.73,403350,213900,209558000000.0,55.14,163158062.18,1350.75,11.46,4.56,,,4822.899902,17840.619141
682,2016-07-06,670.42,1538177.12,0.78,383808,214959,213399000000.0,55.87,195754949.85,1366.25,10.58,4.46,,,4859.160156,17918.619141
681,2016-07-07,678.09,1485136.53,0.79,373956,214691,213399000000.0,55.67,183599980.66,1356.7,10.54,4.5,,,4876.810059,17895.880859
680,2016-07-08,640.69,1463920.3,0.82,364414,216812,213399000000.0,56.79,211036735.59,1354.25,10.12,4.12,,,4956.759766,18146.740234
679,2016-07-09,666.38,1538177.12,0.77,363919,210701,213399000000.0,57.25,192407460.74,1354.25,11.42,4.24,,,4956.759766,18146.740234
678,2016-07-10,650.6,1580609.59,0.65,355380,185405,213399000000.0,47.4,141090463.31,1354.25,10.96,4.12,,,4956.759766,18146.740234
677,2016-07-11,648.48,1654866.42,0.58,325550,162608,213399000000.0,38.56,102817416.16,1357.1,10.94,4.12,,,4988.640137,18226.929688
676,2016-07-12,648.28,1516960.89,0.79,395742,218089,213399000000.0,57.33,166782085.8,1342.4,10.45,4.09,,,5022.819824,18347.669922
675,2016-07-13,664.8,1516960.89,0.77,379937,219034,213399000000.0,51.17,193691457.42,1342.75,10.51,4.16,,,5005.72998,18372.119141
674,2016-07-14,652.92,1379055.35,0.81,367252,218093,213399000000.0,53.55,187860897.96,1323.6,10.6,4.14,,,5034.060059,18506.410156
673,2016-07-15,659.17,1506352.77,0.79,367953,220655,213399000000.0,58.38,164674255.32,1327.0,11.5,4.15,,,5029.589844,18516.550781
672,2016-07-16,663.78,1432095.94,0.79,367739,216081,213399000000.0,55.22,187503475.3,1327.0,11.92,4.15,,,5029.589844,18516.550781
671,2016-07-17,661.99,1665474.54,0.68,356533,182192,213399000000.0,50.67,129816925.1,1327.0,11.62,4.14,,,5029.589844,18516.550781
670,2016-07-18,679.81,1580609.59,0.7,330330,171013,213399000000.0,47.87,161580178.98,1334.7,11.17,4.2,,,5055.779785,18533.050781
669,2016-07-19,672.74,1581302.69,0.82,384160,225827,213402000000.0,59.69,196352735.7,1330.9,11.05,4.15,,,5036.370117,18559.009766
668,2016-07-20,672.81,1358434.53,0.86,373620,222146,213493000000.0,61.86,237841255.86,1315.9,11.59,4.15,,,5089.930176,18595.029297
667,2016-07-21,665.23,1591915.46,0.79,378815,227429,213493000000.0,64.19,167509836.79,1321.15,12.46,4.13,,,5073.899902,18517.230469
666,2016-07-22,664.92,1411498.38,0.8,364285,217606,213493000000.0,60.41,139216838.44,1320.75,12.66,4.13,,,5100.160156,18570.849609
665,2016-07-23,650.73,1369047.3,0.86,368179,221404,213493000000.0,65.19,162347801.72,1320.75,14.67,4.04,,,5100.160156,18570.849609
664,2016-07-24,655.41,1390272.84,0.82,332946,195796,213493000000.0,60.03,114656292.03,1320.75,14.3,4.06,,,5100.160156,18570.849609
663,2016-07-25,661.26,1337208.99,0.79,352244,186521,213493000000.0,51.47,130573193.87,1313.15,12.74,4.07,,,5097.629883,18493.060547
662,2016-07-26,654.23,1400885.61,0.91,394635,240533,213493000000.0,69.86,136159538.33,1323.0,13.82,4.04,,,5110.049805,18473.75
661,2016-07-27,651.63,1369047.3,0.92,403997,237673,213493000000.0,70.79,177602256.81,1329.0,12.05,3.96,,,5139.810059,18472.169922
660,2016-07-28,654.49,1358434.53,0.92,372678,235603,213493000000.0,74.91,169779142.34,1341.75,12.98,3.97,,,5154.97998,18456.349609
659,2016-07-29,655.11,1453949.46,0.87,393901,236946,213493000000.0,72.36,169387536.69,1342.0,12.84,3.97,,,5162.129883,18432.240234
658,2016-07-30,657.01,1560077.15,0.82,358940,231414,213493000000.0,72.26,149891245.79,1342.0,12.8,4.08,,,5162.129883,18432.240234
657,2016-07-31,655.1,1262919.6,0.87,364415,199484,213493000000.0,65.72,102541348.14,1342.0,12.44,4.08,,,5162.129883,18432.240234
656,2016-08-01,624.6,1634366.54,0.79,344751,192254,213493000000.0,72.55,146181270.06,1349.65,11.89,4.06,,,5184.200195,18404.509766
655,2016-08-02,606.4,1623753.77,0.81,402353,225049,213493000000.0,73.17,173391619.29,1363.75,10.95,3.87,,,5137.72998,18313.769531
654,2016-08-03,548.66,1555605.72,0.86,412309,252252,210798000000.0,81.75,319085008.11,1358.9,8.88,3.64,,,5159.740234,18355.0
653,2016-08-04,566.33,1686075.87,0.79,403778,245549,201893000000.0,76.68,205115591.28,1362.75,10.31,3.71,,,5166.25,18352.050781
652,2016-08-05,578.28,1535533.39,0.78,387986,231835,201893000000.0,69.53,209474938.5,1340.4,11.02,3.74,,,5221.120117,18543.529297
